folio	date	hora_apertura	close_time	mesa	server_id	mesero_nombre	guests	turno	vta_comida	beverage_subtotal	descuento	comp	cancelado	subtotal	iva	total	propina	cash	tarjeta	forma_pago	store_id	tipo_servicio	descripcion_producto
CHQ-FRMX-TV-CDMX-001-20240208-0102	2024-02-08	8:34	23:29	3	MES-022	Sofía Reyes Morales	3	morning	413.25	137.75	0	0	11.02	551	86.4	626.38	75.6	0	626.38	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240209-0103	2024-02-09	18:02	22:26	18	MES-001	Pablo Mendoza Romero	3	night	201.75	67.25	0	0	5.38	269	42.18	305.8	36.91	0	305.8	tarjeta	FRMX-MB-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-CD-MTY-001-20240210-0104	2024-02-10	12:39	20:14	18	MES-010	María Elena Gutiérrez Flores	1	afternoon	129	43	0	0	0	172	27.52	199.52	24.08	0	199.52	tarjeta	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240211-0105	2024-02-11	14:50	13:23	8	MES-002	José Antonio López Hernández	1	morning	387.75	129.25	20.68	0	0	517	79.41	575.73	69.48	0	575.73	tarjeta	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240205-0106	2024-02-05	22:54	15:57	24	MES-036	Diego Vázquez Castillo	4	afternoon	673.5	224.5	35.92	13.47	0	898	135.78	984.39	118.81	0	984.39	tarjeta	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240206-0107	2024-02-06	9:23	16:40	1	MES-004	Carmen Jiménez Ortiz	1	afternoon	355.5	118.5	0	0	0	474	75.84	549.84	66.36	0	549.84	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240207-0108	2024-02-07	19:27	8:40	30	MES-007	Luis Ramírez Torres	4	afternoon	580.5	193.5	0	0	0	774	123.84	897.84	108.36	897.84	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240208-0109	2024-02-08	22:20	10:44	4	MES-033	Pablo Mendoza Romero	1	morning	376.5	125.5	20.08	0	0	502	77.11	559.03	67.47	559.03	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240209-0110	2024-02-09	13:38	13:34	23	MES-010	Carmen Jiménez Ortiz	3	afternoon	494.25	164.75	26.36	9.89	13.18	659	97.53	707.1	85.34	0	707.1	tarjeta	FRMX-TV-GDL-001	express	tacos_pastor
CHQ-FRMX-CD-CDMX-001-20240210-0111	2024-02-10	18:15	16:35	26	MES-040	Luis Ramírez Torres	2	afternoon	311.25	103.75	0	0	8.3	415	65.07	471.77	56.94	471.77	0	efectivo	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240211-0112	2024-02-11	16:05	10:26	6	MES-025	Carmen Jiménez Ortiz	2	afternoon	318	106	16.96	0	8.48	424	63.77	462.33	55.8	462.33	0	efectivo	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240205-0113	2024-02-05	13:50	10:38	4	MES-012	Carmen Jiménez Ortiz	4	afternoon	578.25	192.75	0	0	15.42	771	120.89	876.47	105.78	0	876.47	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240206-0114	2024-02-06	17:51	20:04	12	MES-017	José Antonio López Hernández	4	afternoon	186	62	0	0	4.96	248	38.89	281.93	34.03	0	281.93	tarjeta	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240207-0115	2024-02-07	22:21	8:32	9	MES-022	Carmen Jiménez Ortiz	2	afternoon	226.5	75.5	0	0	0	302	48.32	350.32	42.28	0	350.32	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240208-0116	2024-02-08	22:25	20:54	23	MES-021	Ana Cruz Martínez	2	afternoon	599.25	199.75	31.96	0	0	799	122.73	889.77	107.39	0	889.77	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240209-0117	2024-02-09	14:38	19:06	6	MES-020	Luis Ramírez Torres	1	night	531	177	0	10.62	14.16	708	109.32	792.54	95.65	0	792.54	tarjeta	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240210-0118	2024-02-10	14:02	12:55	17	MES-022	Luis Ramírez Torres	1	afternoon	670.5	223.5	0	13.41	17.88	894	138.03	1000.74	120.78	1000.74	0	efectivo	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240211-0119	2024-02-11	12:30	9:26	12	MES-029	María Elena Gutiérrez Flores	1	night	336	112	0	0	0	448	71.68	519.68	62.72	0	519.68	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240205-0120	2024-02-05	15:39	17:40	23	MES-025	Luis Ramírez Torres	3	morning	465.75	155.25	0	0	12.42	621	97.37	705.95	85.2	0	705.95	tarjeta	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240206-0121	2024-02-06	20:57	15:11	22	MES-036	María Elena Gutiérrez Flores	3	morning	280.5	93.5	14.96	0	7.48	374	56.25	407.81	49.22	0	407.81	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240207-0122	2024-02-07	18:51	23:43	4	MES-008	Carmen Jiménez Ortiz	3	night	150.75	50.25	8.04	0	0	201	30.87	223.83	27.01	0	223.83	tarjeta	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240208-0123	2024-02-08	9:40	19:12	26	MES-034	Ana Cruz Martínez	2	afternoon	211.5	70.5	11.28	0	5.64	282	42.41	307.49	37.11	0	307.49	tarjeta	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240209-0124	2024-02-09	13:59	8:48	4	MES-024	José Antonio López Hernández	4	morning	540.75	180.25	0	0	14.42	721	113.05	819.63	98.92	819.63	0	efectivo	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240210-0125	2024-02-10	17:26	21:27	19	MES-006	Diego Vázquez Castillo	3	night	591	197	0	11.82	15.76	788	121.67	882.09	106.46	882.09	0	efectivo	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240211-0126	2024-02-11	19:43	18:03	6	MES-039	Carmen Jiménez Ortiz	3	night	145.5	48.5	7.76	0	3.88	194	29.18	211.54	25.53	0	211.54	tarjeta	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240205-0127	2024-02-05	22:54	13:45	1	MES-032	Ana Cruz Martínez	4	night	611.25	203.75	32.6	0	16.3	815	122.58	888.68	107.25	888.68	0	efectivo	FRMX-TV-CDMX-001	express	Cerveza Corona
CHQ-FRMX-MB-CDMX-001-20240206-0128	2024-02-06	9:10	9:39	14	MES-032	Diego Vázquez Castillo	1	morning	117	39	6.24	0	0	156	23.96	173.72	20.97	173.72	0	efectivo	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240207-0129	2024-02-07	10:30	8:44	7	MES-020	Pablo Mendoza Romero	2	afternoon	326.25	108.75	0	0	0	435	69.6	504.6	60.9	0	504.6	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240208-0130	2024-02-08	9:39	13:43	19	MES-025	Carmen Jiménez Ortiz	2	morning	628.5	209.5	33.52	12.57	16.76	838	124.02	899.17	108.52	899.17	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240209-0131	2024-02-09	18:12	18:51	3	MES-020	Sofía Reyes Morales	3	afternoon	350.25	116.75	0	0	0	467	74.72	541.72	65.38	541.72	0	efectivo	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240210-0132	2024-02-10	21:41	22:27	24	MES-013	Diego Vázquez Castillo	1	morning	150	50	8	3	0	200	30.24	219.24	26.46	0	219.24	tarjeta	FRMX-TV-CDMX-001	express	TACOS PASTOR
CHQ-FRMX-MB-CDMX-001-20240211-0133	2024-02-11	15:35	16:57	17	MES-010	Carmen Jiménez Ortiz	2	afternoon	226.5	75.5	0	0	0	302	48.32	350.32	42.28	350.32	0	efectivo	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240205-0134	2024-02-05	22:34	8:18	15	MES-011	Carmen Jiménez Ortiz	2	night	480.75	160.25	25.64	0	0	641	98.46	713.82	86.15	0	713.82	tarjeta	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240206-0135	2024-02-06	20:08	8:04	14	MES-019	Carmen Jiménez Ortiz	3	afternoon	136.5	45.5	0	0	0	182	29.12	211.12	25.48	0	211.12	tarjeta	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240207-0136	2024-02-07	7:29	10:53	17	MES-034	Sofía Reyes Morales	3	night	321	107	17.12	6.42	8.56	428	63.34	459.24	55.43	0	459.24	tarjeta	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240208-0137	2024-02-08	16:11	23:32	21	MES-013	Luis Ramírez Torres	3	afternoon	188.25	62.75	10.04	0	5.02	251	37.75	273.69	33.03	273.69	0	efectivo	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240209-0138	2024-02-09	12:18	15:43	16	MES-024	Ana Cruz Martínez	4	night	292.5	97.5	15.6	5.85	0	390	58.97	427.52	51.6	0	427.52	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240210-0139	2024-02-10	14:32	12:38	29	MES-019	Carmen Jiménez Ortiz	2	night	240.75	80.25	0	0	0	321	51.36	372.36	44.94	372.36	0	efectivo	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240211-0140	2024-02-11	10:22	22:22	9	MES-009	Sofía Reyes Morales	3	morning	158.25	52.75	8.44	0	4.22	211	31.73	230.07	27.77	0	230.07	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240205-0141	2024-02-05	11:10	12:24	2	MES-037	Luis Ramírez Torres	2	morning	126.75	42.25	6.76	2.53	3.38	169	25.01	181.34	21.89	0	181.34	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240206-0142	2024-02-06	18:41	21:24	30	MES-034	Pablo Mendoza Romero	4	night	565.5	188.5	0	0	0	754	120.64	874.64	105.56	0	874.64	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240207-0143	2024-02-07	9:40	22:40	8	MES-016	Diego Vázquez Castillo	4	morning	127.5	42.5	0	0	0	170	27.2	197.2	23.8	0	197.2	tarjeta	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240208-0144	2024-02-08	9:31	18:35	5	MES-003	Sofía Reyes Morales	1	morning	293.25	97.75	15.64	0	0	391	60.06	435.42	52.55	435.42	0	efectivo	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240209-0145	2024-02-09	11:03	8:16	17	MES-031	Carmen Jiménez Ortiz	3	morning	626.25	208.75	33.4	0	0	835	128.26	929.86	112.22	0	929.86	tarjeta	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240210-0146	2024-02-10	16:12	18:52	2	MES-012	María Elena Gutiérrez Flores	3	morning	274.5	91.5	0	0	7.32	366	57.39	416.07	50.22	0	416.07	tarjeta	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240211-0147	2024-02-11	8:44	19:29	29	MES-037	José Antonio López Hernández	1	afternoon	113.25	37.75	6.04	0	0	151	23.19	168.15	20.29	0	168.15	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240205-0148	2024-02-05	11:52	21:27	11	MES-031	Diego Vázquez Castillo	2	night	645.75	215.25	0	0	0	861	137.76	998.76	120.54	0	998.76	tarjeta	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240206-0149	2024-02-06	16:48	17:34	9	MES-016	José Antonio López Hernández	4	night	273	91	0	5.46	0	364	57.37	415.91	50.2	0	415.91	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240207-0150	2024-02-07	8:53	16:00	17	MES-014	Ana Cruz Martínez	3	afternoon	260.25	86.75	13.88	5.21	0	347	52.47	380.38	45.91	380.38	0	efectivo	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240208-0151	2024-02-08	7:30	12:38	19	MES-031	Luis Ramírez Torres	1	morning	568.5	189.5	0	0	15.16	758	118.85	861.69	104	0	861.69	tarjeta	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240209-0152	2024-02-09	14:03	18:58	7	MES-017	José Antonio López Hernández	2	afternoon	120.75	40.25	0	2.42	3.22	161	24.86	180.22	21.75	0	180.22	tarjeta	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240210-0153	2024-02-10	9:40	22:34	11	MES-015	Diego Vázquez Castillo	1	morning	218.25	72.75	11.64	0	0	291	44.7	324.06	39.11	0	324.06	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240211-0154	2024-02-11	17:43	16:26	17	MES-009	José Antonio López Hernández	4	night	289.5	96.5	0	5.79	0	386	60.83	441.04	53.23	441.04	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240205-0155	2024-02-05	12:36	16:58	9	MES-014	María Elena Gutiérrez Flores	3	night	194.25	64.75	0	0	0	259	41.44	300.44	36.26	300.44	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240206-0156	2024-02-06	22:29	17:05	25	MES-033	María Elena Gutiérrez Flores	4	afternoon	174.75	58.25	9.32	0	0	233	35.79	259.47	31.32	259.47	0	efectivo	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240207-0157	2024-02-07	8:03	12:17	8	MES-029	Carmen Jiménez Ortiz	2	afternoon	291	97	15.52	0	7.76	388	58.36	423.08	51.06	423.08	0	efectivo	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240208-0158	2024-02-08	17:37	23:44	2	MES-023	María Elena Gutiérrez Flores	2	afternoon	423.75	141.25	0	0	11.3	565	88.59	642.29	77.52	0	642.29	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240209-0159	2024-02-09	9:29	19:59	2	MES-009	Diego Vázquez Castillo	4	afternoon	327	109	0	0	0	436	69.76	505.76	61.04	0	505.76	tarjeta	FRMX-CD-MTY-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-GDL-001-20240210-0160	2024-02-10	21:24	16:55	15	MES-022	Pablo Mendoza Romero	2	afternoon	132	44	0	0	0	176	28.16	204.16	24.64	204.16	0	efectivo	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240211-0161	2024-02-11	19:15	9:11	19	MES-024	Luis Ramírez Torres	2	afternoon	414.75	138.25	0	8.3	11.06	553	85.38	619.02	74.71	619.02	0	efectivo	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240205-0162	2024-02-05	19:49	9:10	11	MES-022	Sofía Reyes Morales	4	night	503.25	167.75	26.84	10.07	0	671	101.45	735.54	88.77	735.54	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240206-0163	2024-02-06	19:31	12:08	15	MES-025	Pablo Mendoza Romero	1	night	96	32	5.12	0	0	128	19.66	142.54	17.2	0	142.54	tarjeta	FRMX-MB-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-CD-MTY-001-20240207-0164	2024-02-07	13:17	10:46	14	MES-026	María Elena Gutiérrez Flores	1	morning	380.25	126.75	20.28	0	10.14	507	76.25	552.83	66.72	552.83	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240208-0165	2024-02-08	10:50	8:05	16	MES-012	Pablo Mendoza Romero	1	afternoon	140.25	46.75	7.48	0	0	187	28.72	208.24	25.13	208.24	0	efectivo	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240209-0166	2024-02-09	19:04	15:24	28	MES-034	Ana Cruz Martínez	4	night	477	159	0	0	0	636	101.76	737.76	89.04	737.76	0	efectivo	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240210-0167	2024-02-10	15:13	8:52	18	MES-005	Sofía Reyes Morales	3	night	224.25	74.75	0	0	0	299	47.84	346.84	41.86	346.84	0	efectivo	FRMX-TV-CDMX-001	express	TACOS PASTOR
CHQ-FRMX-MB-CDMX-001-20240211-0168	2024-02-11	18:48	19:53	16	MES-021	Sofía Reyes Morales	4	night	451.5	150.5	24.08	0	0	602	92.47	670.39	80.91	670.39	0	efectivo	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240205-0169	2024-02-05	11:49	20:30	7	MES-031	Sofía Reyes Morales	4	morning	392.25	130.75	20.92	7.85	0	523	79.08	573.31	69.19	573.31	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240206-0170	2024-02-06	10:12	8:29	11	MES-031	Pablo Mendoza Romero	1	afternoon	366.75	122.25	0	7.34	9.78	489	75.5	547.38	66.06	0	547.38	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240207-0171	2024-02-07	19:57	17:34	28	MES-005	Sofía Reyes Morales	2	afternoon	594	198	31.68	11.88	0	792	119.75	868.19	104.78	0	868.19	tarjeta	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240208-0172	2024-02-08	20:11	23:52	16	MES-038	José Antonio López Hernández	4	afternoon	197.25	65.75	10.52	0	5.26	263	39.56	286.78	34.61	286.78	0	efectivo	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240209-0173	2024-02-09	11:56	18:21	17	MES-026	José Antonio López Hernández	3	afternoon	538.5	179.5	0	0	0	718	114.88	832.88	100.52	0	832.88	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240210-0174	2024-02-10	20:44	15:44	10	MES-024	Sofía Reyes Morales	4	afternoon	550.5	183.5	0	0	14.68	734	115.09	834.41	100.7	834.41	0	efectivo	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240211-0175	2024-02-11	17:30	20:47	9	MES-020	Diego Vázquez Castillo	2	night	288.75	96.25	15.4	0	0	385	59.14	428.74	51.74	0	428.74	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240205-0176	2024-02-05	10:43	11:07	30	MES-021	Diego Vázquez Castillo	4	afternoon	154.5	51.5	0	3.09	0	206	32.47	235.38	28.41	235.38	0	efectivo	FRMX-CD-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-TV-CDMX-001-20240206-0177	2024-02-06	12:35	16:51	1	MES-004	Diego Vázquez Castillo	1	afternoon	424.5	141.5	22.64	0	11.32	566	85.13	617.17	74.49	617.17	0	efectivo	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240207-0178	2024-02-07	12:45	17:31	4	MES-031	María Elena Gutiérrez Flores	3	morning	265.5	88.5	14.16	0	7.08	354	53.24	386	46.59	0	386	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240208-0179	2024-02-08	22:19	8:18	11	MES-036	Pablo Mendoza Romero	1	morning	165	55	0	0	4.4	220	34.5	250.1	30.18	0	250.1	tarjeta	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240209-0180	2024-02-09	22:51	13:49	1	MES-025	Pablo Mendoza Romero	4	afternoon	231	77	0	4.62	6.16	308	47.56	344.78	41.61	344.78	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240210-0181	2024-02-10	20:32	18:01	8	MES-008	Sofía Reyes Morales	3	afternoon	209.25	69.75	0	0	0	279	44.64	323.64	39.06	323.64	0	efectivo	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240211-0182	2024-02-11	20:10	21:04	18	MES-006	Diego Vázquez Castillo	1	morning	590.25	196.75	0	0	15.74	787	123.4	894.66	107.98	894.66	0	efectivo	FRMX-TV-CDMX-001	express	Cerveza Corona
CHQ-FRMX-MB-CDMX-001-20240205-0183	2024-02-05	22:20	20:55	1	MES-021	Luis Ramírez Torres	3	night	561.75	187.25	29.96	0	0	749	115.05	834.09	100.67	0	834.09	tarjeta	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
CHQ-FRMX-CD-MTY-001-20240206-0184	2024-02-06	18:54	10:14	20	MES-005	José Antonio López Hernández	3	afternoon	116.25	38.75	0	2.32	3.1	155	23.93	173.51	20.94	173.51	0	efectivo	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240207-0185	2024-02-07	15:11	16:09	22	MES-029	Carmen Jiménez Ortiz	4	afternoon	317.25	105.75	0	0	0	423	67.68	490.68	59.22	490.68	0	efectivo	FRMX-TV-GDL-001	express	tacos_pastor
CHQ-FRMX-CD-CDMX-001-20240208-0186	2024-02-08	10:08	9:51	11	MES-004	Carmen Jiménez Ortiz	3	night	133.5	44.5	0	0	3.56	178	27.91	202.35	24.42	202.35	0	efectivo	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240209-0187	2024-02-09	14:37	11:03	30	MES-003	Luis Ramírez Torres	4	afternoon	350.25	116.75	0	0	9.34	467	73.23	530.89	64.07	530.89	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240210-0188	2024-02-10	8:28	16:33	13	MES-008	Carmen Jiménez Ortiz	4	morning	276.75	92.25	0	5.54	0	369	58.15	421.61	50.88	421.61	0	efectivo	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240211-0189	2024-02-11	15:54	8:56	19	MES-006	Sofía Reyes Morales	1	night	483.75	161.25	0	9.67	0	645	101.65	736.98	88.95	0	736.98	tarjeta	FRMX-CD-MTY-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-GDL-001-20240205-0190	2024-02-05	16:07	12:52	14	MES-040	María Elena Gutiérrez Flores	1	night	527.25	175.75	28.12	0	0	703	107.98	782.86	94.48	782.86	0	efectivo	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240206-0191	2024-02-06	13:31	12:32	15	MES-023	Carmen Jiménez Ortiz	3	night	180.75	60.25	0	0	0	241	38.56	279.56	33.74	0	279.56	tarjeta	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240207-0192	2024-02-07	15:12	15:06	23	MES-028	Ana Cruz Martínez	4	afternoon	183.75	61.25	9.8	0	0	245	37.63	272.83	32.93	272.83	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240208-0193	2024-02-08	7:09	11:23	5	MES-035	Diego Vázquez Castillo	1	night	516	172	0	0	13.76	688	107.88	782.12	94.39	0	782.12	tarjeta	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240209-0194	2024-02-09	21:55	22:16	9	MES-022	Sofía Reyes Morales	1	afternoon	296.25	98.75	0	0	7.9	395	61.94	449.04	54.19	0	449.04	tarjeta	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240210-0195	2024-02-10	8:32	12:15	17	MES-038	Ana Cruz Martínez	1	night	609	203	0	0	0	812	129.92	941.92	113.68	941.92	0	efectivo	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240211-0196	2024-02-11	18:12	8:16	24	MES-017	Luis Ramírez Torres	2	night	546	182	0	0	14.56	728	114.15	827.59	99.88	0	827.59	tarjeta	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240205-0197	2024-02-05	7:00	16:39	3	MES-013	María Elena Gutiérrez Flores	4	night	273	91	0	0	0	364	58.24	422.24	50.96	0	422.24	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240206-0198	2024-02-06	13:55	8:57	27	MES-016	Carmen Jiménez Ortiz	2	night	333.75	111.25	17.8	0	8.9	445	66.93	485.23	58.56	485.23	0	efectivo	FRMX-MB-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-CD-MTY-001-20240207-0199	2024-02-07	20:45	23:21	24	MES-033	Diego Vázquez Castillo	2	night	597	199	31.84	0	0	796	122.27	886.43	106.98	886.43	0	efectivo	FRMX-CD-MTY-001	dine_in	margarita clasica
CHQ-FRMX-TV-GDL-001-20240208-0200	2024-02-08	12:24	8:57	9	MES-009	Pablo Mendoza Romero	4	afternoon	639.75	213.25	0	0	0	853	136.48	989.48	119.42	0	989.48	tarjeta	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240209-0201	2024-02-09	12:23	22:20	26	MES-038	Luis Ramírez Torres	2	afternoon	610.5	203.5	0	0	16.28	814	127.64	925.36	111.68	0	925.36	tarjeta	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240210-0202	2024-02-10	13:51	8:04	12	MES-004	Ana Cruz Martínez	1	morning	450.75	150.25	24.04	9.01	12.02	601	88.95	644.88	77.83	0	644.88	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240211-0203	2024-02-11	14:03	15:18	2	MES-027	Pablo Mendoza Romero	3	morning	242.25	80.75	0	4.85	0	323	50.9	369.05	44.54	0	369.05	tarjeta	FRMX-MB-CDMX-001	dine_in	CORONA 355ML
