folio	fecha	hora_apertura	hora_cierre	mesa	mesero_id	mesero_nombre	num_comensales	turno	subtotal_alimentos	subtotal_bebidas	descuento	cortesia	cancelado	subtotal	iva	total	propina	efectivo	tarjeta	forma_pago	sucursal_id	tipo_servicio
CHQ-FRMX-TV-GDL-001-20240126-0110	2024-01-26	10:01	17:35	2	MES-004	Ana Cruz Martínez	2	afternoon	223.5	74.5	0	0	5.96	298	46.73	338.77	40.89	0	338.77	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0111	2024-01-27	11:26	18:49	16	MES-023	Luis Ramírez Torres	4	afternoon	349.5	116.5	0	0	9.32	466	73.07	529.75	63.94	529.75	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0112	2024-01-28	15:50	9:10	15	MES-003	Pablo Mendoza Romero	1	afternoon	403.5	134.5	21.52	0	0	538	82.64	599.12	72.31	599.12	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0113	2024-01-22	19:59	11:19	20	MES-001	Luis Ramírez Torres	4	night	150	50	0	3	4	200	30.88	223.88	27.02	223.88	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0114	2024-01-23	17:19	16:14	21	MES-003	Sofía Reyes Morales	3	night	155.25	51.75	8.28	0	0	207	31.8	230.52	27.82	230.52	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-0115	2024-01-24	21:54	14:36	16	MES-018	Sofía Reyes Morales	4	morning	223.5	74.5	0	0	5.96	298	46.73	338.77	40.89	0	338.77	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0116	2024-01-25	14:14	21:59	2	MES-011	Ana Cruz Martínez	1	night	180.75	60.25	0	0	0	241	38.56	279.56	33.74	0	279.56	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0117	2024-01-26	13:28	14:39	30	MES-012	María Elena Gutiérrez Flores	3	night	440.25	146.75	0	0	0	587	93.92	680.92	82.18	0	680.92	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0118	2024-01-27	17:20	12:56	6	MES-019	Ana Cruz Martínez	1	night	312	104	0	6.24	0	416	65.56	475.32	57.37	475.32	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0119	2024-01-28	9:17	15:58	22	MES-025	Pablo Mendoza Romero	4	night	191.25	63.75	0	0	0	255	40.8	295.8	35.7	0	295.8	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-0120	2024-01-22	19:01	19:56	3	MES-021	María Elena Gutiérrez Flores	4	night	207	69	11.04	0	5.52	276	41.51	300.95	36.32	300.95	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-0121	2024-01-23	17:52	18:00	6	MES-034	María Elena Gutiérrez Flores	2	morning	374.25	124.75	19.96	7.49	9.98	499	73.85	535.42	64.62	0	535.42	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-0122	2024-01-24	16:12	14:03	17	MES-017	José Antonio López Hernández	2	afternoon	429	143	0	8.58	11.44	572	88.32	640.3	77.28	0	640.3	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-0123	2024-01-25	12:31	19:38	1	MES-036	Carmen Jiménez Ortiz	1	night	576	192	0	11.52	0	768	121.04	877.52	105.91	0	877.52	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-0124	2024-01-26	17:39	12:05	29	MES-003	José Antonio López Hernández	1	night	191.25	63.75	10.2	0	5.1	255	38.35	278.05	33.56	0	278.05	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-0125	2024-01-27	10:34	14:32	13	MES-023	José Antonio López Hernández	3	night	345	115	0	6.9	9.2	460	71.02	514.92	62.15	0	514.92	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-0126	2024-01-28	8:44	19:03	15	MES-012	Carmen Jiménez Ortiz	2	night	96.75	32.25	0	1.93	2.58	129	19.92	144.41	17.43	144.41	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-0127	2024-01-22	9:26	13:50	30	MES-011	María Elena Gutiérrez Flores	4	morning	339	113	0	0	0	452	72.32	524.32	63.28	0	524.32	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-0128	2024-01-23	11:56	18:37	14	MES-007	Diego Vázquez Castillo	3	afternoon	392.25	130.75	20.92	0	10.46	523	78.66	570.28	68.83	0	570.28	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-0129	2024-01-24	13:08	18:56	17	MES-022	Pablo Mendoza Romero	3	afternoon	446.25	148.75	0	0	11.9	595	93.3	676.4	81.63	676.4	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-0130	2024-01-25	19:08	23:23	4	MES-022	Carmen Jiménez Ortiz	1	night	356.25	118.75	0	0	0	475	76	551	66.5	551	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-0131	2024-01-26	16:40	11:51	2	MES-013	Pablo Mendoza Romero	1	afternoon	462.75	154.25	0	0	0	617	98.72	715.72	86.38	0	715.72	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-0132	2024-01-27	12:41	17:18	5	MES-020	Sofía Reyes Morales	4	morning	239.25	79.75	0	0	0	319	51.04	370.04	44.66	0	370.04	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-0133	2024-01-28	21:19	21:49	13	MES-032	María Elena Gutiérrez Flores	1	morning	554.25	184.75	0	11.09	14.78	739	114.1	827.23	99.84	0	827.23	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-0134	2024-01-22	18:24	12:11	1	MES-024	José Antonio López Hernández	4	night	303	101	0	0	0	404	64.64	468.64	56.56	0	468.64	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-0135	2024-01-23	12:44	9:27	9	MES-017	Pablo Mendoza Romero	2	afternoon	246	82	0	0	6.56	328	51.43	372.87	45	372.87	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-0136	2024-01-24	20:34	18:50	20	MES-038	Diego Vázquez Castillo	3	morning	486	162	0	9.72	12.96	648	100.05	725.37	87.54	0	725.37	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-0137	2024-01-25	7:29	17:41	15	MES-008	Carmen Jiménez Ortiz	1	morning	219	73	11.68	0	0	292	44.85	325.17	39.24	325.17	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-0138	2024-01-26	20:17	16:53	1	MES-015	María Elena Gutiérrez Flores	2	night	668.25	222.75	0	0	17.82	891	139.71	1012.89	122.25	0	1012.89	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-0139	2024-01-27	21:50	13:54	6	MES-009	Luis Ramírez Torres	1	night	643.5	214.5	0	0	0	858	137.28	995.28	120.12	995.28	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-0140	2024-01-28	20:20	15:45	15	MES-037	Pablo Mendoza Romero	3	night	443.25	147.75	0	8.87	11.82	591	91.25	661.56	79.84	0	661.56	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-0141	2024-01-22	14:24	18:27	2	MES-002	Luis Ramírez Torres	4	afternoon	555	185	29.6	11.1	0	740	111.89	811.19	97.9	811.19	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-0142	2024-01-23	18:07	8:46	11	MES-035	Ana Cruz Martínez	2	morning	115.5	38.5	6.16	0	0	154	23.65	171.49	20.7	171.49	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-0143	2024-01-24	20:35	9:20	22	MES-010	Luis Ramírez Torres	3	morning	206.25	68.75	11	0	0	275	42.24	306.24	36.96	0	306.24	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-0144	2024-01-25	7:47	22:32	15	MES-012	María Elena Gutiérrez Flores	3	afternoon	106.5	35.5	5.68	0	2.84	142	21.36	154.84	18.69	0	154.84	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-0145	2024-01-26	12:13	20:19	12	MES-004	Carmen Jiménez Ortiz	4	night	511.5	170.5	27.28	0	0	682	104.76	759.48	91.66	0	759.48	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0146	2024-01-27	7:12	22:50	21	MES-035	Luis Ramírez Torres	1	morning	618.75	206.25	0	12.38	0	825	130.02	942.64	113.77	942.64	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0147	2024-01-28	15:39	18:42	8	MES-021	Carmen Jiménez Ortiz	1	afternoon	390	130	0	7.8	0	520	81.95	594.15	71.71	594.15	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0148	2024-01-22	18:15	19:07	21	MES-007	Sofía Reyes Morales	4	night	204.75	68.25	0	0	0	273	43.68	316.68	38.22	316.68	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0149	2024-01-23	19:29	11:23	8	MES-012	Sofía Reyes Morales	4	afternoon	542.25	180.75	28.92	10.85	14.46	723	107	775.77	93.63	775.77	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-0150	2024-01-24	15:22	16:59	11	MES-011	Luis Ramírez Torres	3	morning	347.25	115.75	18.52	0	9.26	463	69.64	504.86	60.93	0	504.86	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0151	2024-01-25	12:06	15:29	19	MES-025	José Antonio López Hernández	4	afternoon	223.5	74.5	0	0	0	298	47.68	345.68	41.72	0	345.68	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0152	2024-01-26	9:23	8:59	10	MES-023	Carmen Jiménez Ortiz	2	morning	318	106	0	0	8.48	424	66.48	482	58.17	0	482	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0153	2024-01-27	13:14	11:18	17	MES-021	Sofía Reyes Morales	1	night	483.75	161.25	0	0	0	645	103.2	748.2	90.3	748.2	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0154	2024-01-28	9:55	18:53	9	MES-037	José Antonio López Hernández	2	afternoon	656.25	218.75	0	0	0	875	140	1015	122.5	0	1015	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-0155	2024-01-22	22:44	20:06	19	MES-011	José Antonio López Hernández	1	morning	324.75	108.25	0	0	0	433	69.28	502.28	60.62	502.28	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-0156	2024-01-23	21:28	17:29	2	MES-032	María Elena Gutiérrez Flores	4	morning	674.25	224.75	0	13.49	17.98	899	138.8	1006.33	121.45	0	1006.33	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-0157	2024-01-24	18:30	21:01	9	MES-036	Sofía Reyes Morales	3	morning	278.25	92.75	0	5.57	0	371	58.47	423.9	51.16	423.9	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-0158	2024-01-25	16:02	11:16	16	MES-009	Carmen Jiménez Ortiz	2	night	643.5	214.5	0	0	17.16	858	134.53	975.37	117.72	0	975.37	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-0159	2024-01-26	13:57	11:24	8	MES-025	Sofía Reyes Morales	2	morning	662.25	220.75	0	0	17.66	883	138.45	1003.79	121.15	1003.79	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-0160	2024-01-27	16:50	21:05	2	MES-007	José Antonio López Hernández	2	night	471.75	157.25	0	0	12.58	629	98.63	715.05	86.3	715.05	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-0161	2024-01-28	21:07	17:05	30	MES-022	Ana Cruz Martínez	2	morning	606	202	32.32	0	0	808	124.11	899.79	108.6	899.79	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-0162	2024-01-22	21:29	8:38	29	MES-011	Carmen Jiménez Ortiz	2	afternoon	304.5	101.5	0	0	0	406	64.96	470.96	56.84	470.96	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-0163	2024-01-23	9:51	21:50	5	MES-037	Luis Ramírez Torres	2	afternoon	604.5	201.5	0	0	0	806	128.96	934.96	112.84	934.96	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-0164	2024-01-24	15:45	11:36	6	MES-024	María Elena Gutiérrez Flores	1	night	366	122	0	0	9.76	488	76.52	554.76	66.95	554.76	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-0165	2024-01-25	18:03	23:22	9	MES-004	Ana Cruz Martínez	1	night	617.25	205.75	0	12.35	16.46	823	127.07	921.26	111.19	921.26	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-0166	2024-01-26	10:09	13:23	29	MES-023	María Elena Gutiérrez Flores	1	night	675	225	0	0	0	900	144	1044	126	1044	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-0167	2024-01-27	20:34	15:16	17	MES-002	Carmen Jiménez Ortiz	2	morning	606.75	202.25	0	0	16.18	809	126.85	919.67	110.99	919.67	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-0168	2024-01-28	22:00	14:57	7	MES-019	María Elena Gutiérrez Flores	4	morning	511.5	170.5	0	0	0	682	109.12	791.12	95.48	0	791.12	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-0169	2024-01-22	14:19	12:06	9	MES-036	Sofía Reyes Morales	3	night	107.25	35.75	5.72	0	2.86	143	21.51	155.93	18.82	155.93	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-0170	2024-01-23	7:39	23:59	26	MES-038	Sofía Reyes Morales	2	afternoon	621.75	207.25	33.16	0	0	829	127.33	923.17	111.42	923.17	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-0171	2024-01-24	11:54	23:21	24	MES-005	Sofía Reyes Morales	1	morning	316.5	105.5	0	0	0	422	67.52	489.52	59.08	489.52	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-0172	2024-01-25	7:03	23:23	20	MES-028	Ana Cruz Martínez	4	night	336.75	112.25	17.96	0	8.98	449	67.53	489.59	59.09	0	489.59	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-0173	2024-01-26	17:47	14:31	1	MES-035	Diego Vázquez Castillo	4	afternoon	90	30	0	0	2.4	120	18.82	136.42	16.46	0	136.42	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-0174	2024-01-27	9:09	19:36	22	MES-027	Pablo Mendoza Romero	1	night	634.5	211.5	0	0	16.92	846	132.65	961.73	116.07	0	961.73	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-0175	2024-01-28	21:08	23:06	12	MES-002	Pablo Mendoza Romero	1	afternoon	342	114	0	6.84	0	456	71.87	521.03	62.88	0	521.03	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-0176	2024-01-22	15:32	20:51	24	MES-025	Carmen Jiménez Ortiz	3	afternoon	522.75	174.25	27.88	0	0	697	107.06	776.18	93.68	0	776.18	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-0177	2024-01-23	11:23	10:28	29	MES-036	José Antonio López Hernández	1	night	608.25	202.75	32.44	12.17	0	811	122.62	889.01	107.29	0	889.01	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-0178	2024-01-24	15:03	9:24	19	MES-040	María Elena Gutiérrez Flores	4	night	99.75	33.25	0	2	0	133	20.96	151.96	18.34	151.96	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-0179	2024-01-25	16:16	15:49	10	MES-006	Sofía Reyes Morales	3	afternoon	423	141	0	0	0	564	90.24	654.24	78.96	654.24	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-0180	2024-01-26	14:26	12:41	2	MES-016	José Antonio López Hernández	4	afternoon	170.25	56.75	0	3.41	4.54	227	35.05	254.1	30.67	254.1	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0181	2024-01-27	18:57	16:56	11	MES-019	José Antonio López Hernández	3	afternoon	604.5	201.5	0	0	16.12	806	126.38	916.26	110.58	916.26	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0182	2024-01-28	13:19	18:28	5	MES-001	José Antonio López Hernández	2	afternoon	454.5	151.5	24.24	0	0	606	93.08	674.84	81.45	674.84	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0183	2024-01-22	20:01	23:58	28	MES-032	Sofía Reyes Morales	4	afternoon	369	123	0	0	9.84	492	77.15	559.31	67.5	0	559.31	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0184	2024-01-23	16:07	16:30	17	MES-011	Luis Ramírez Torres	4	morning	476.25	158.75	25.4	0	0	635	97.54	707.14	85.34	707.14	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240124-0185	2024-01-24	11:12	13:11	4	MES-019	Sofía Reyes Morales	2	night	122.25	40.75	6.52	0	0	163	25.04	181.52	21.91	0	181.52	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240125-0186	2024-01-25	10:30	23:52	16	MES-012	Ana Cruz Martínez	4	morning	417.75	139.25	0	8.36	11.14	557	86	623.5	75.25	623.5	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240126-0187	2024-01-26	20:46	20:08	20	MES-033	Ana Cruz Martínez	2	morning	305.25	101.75	0	6.11	0	407	64.14	465.03	56.12	0	465.03	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240127-0188	2024-01-27	10:09	8:34	21	MES-004	Diego Vázquez Castillo	4	afternoon	586.5	195.5	0	0	15.64	782	122.62	888.98	107.29	0	888.98	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240128-0189	2024-01-28	9:55	18:05	15	MES-011	Carmen Jiménez Ortiz	4	night	594	198	0	0	15.84	792	124.19	900.35	108.66	900.35	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240122-0190	2024-01-22	10:37	21:30	4	MES-009	Luis Ramírez Torres	3	night	669.75	223.25	0	13.4	17.86	893	137.88	999.62	120.64	0	999.62	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240123-0191	2024-01-23	22:43	14:24	16	MES-006	José Antonio López Hernández	1	afternoon	450.75	150.25	0	0	12.02	601	94.24	683.22	82.46	683.22	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240124-0192	2024-01-24	21:35	14:33	6	MES-032	Sofía Reyes Morales	3	afternoon	147	49	7.84	0	0	196	30.11	218.27	26.34	0	218.27	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240125-0193	2024-01-25	10:18	15:48	9	MES-008	Diego Vázquez Castillo	4	afternoon	276.75	92.25	14.76	5.54	0	369	55.79	404.49	48.82	0	404.49	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240126-0194	2024-01-26	20:46	13:42	1	MES-002	Pablo Mendoza Romero	1	afternoon	368.25	122.75	0	0	9.82	491	76.99	558.17	67.37	0	558.17	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240127-0195	2024-01-27	18:17	12:00	30	MES-001	Carmen Jiménez Ortiz	2	morning	189.75	63.25	10.12	0	0	253	38.86	281.74	34	0	281.74	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240128-0196	2024-01-28	21:13	13:39	19	MES-027	Luis Ramírez Torres	2	afternoon	385.5	128.5	0	7.71	0	514	81.01	587.3	70.88	0	587.3	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240122-0197	2024-01-22	19:50	8:48	1	MES-024	Luis Ramírez Torres	2	night	198	66	0	0	0	264	42.24	306.24	36.96	0	306.24	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240123-0198	2024-01-23	7:47	15:38	15	MES-005	Diego Vázquez Castillo	1	morning	243.75	81.25	0	0	0	325	52	377	45.5	377	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240124-0199	2024-01-24	20:31	14:38	20	MES-025	Diego Vázquez Castillo	4	night	452.25	150.75	0	0	0	603	96.48	699.48	84.42	0	699.48	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240125-0200	2024-01-25	12:45	22:27	15	MES-026	Luis Ramírez Torres	2	afternoon	387	129	0	7.74	10.32	516	79.67	577.61	69.71	0	577.61	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240126-0201	2024-01-26	16:23	10:55	24	MES-017	María Elena Gutiérrez Flores	1	morning	392.25	130.75	0	7.85	0	523	82.42	597.57	72.12	597.57	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240127-0202	2024-01-27	21:34	12:11	1	MES-012	Ana Cruz Martínez	2	night	216	72	11.52	0	5.76	288	43.32	314.04	37.9	0	314.04	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240128-0203	2024-01-28	8:50	11:08	28	MES-033	Ana Cruz Martínez	4	afternoon	109.5	36.5	0	0	2.92	146	22.89	165.97	20.03	0	165.97	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240122-0204	2024-01-22	22:05	10:57	24	MES-001	Carmen Jiménez Ortiz	3	morning	588	196	0	11.76	0	784	123.56	895.8	108.11	0	895.8	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240123-0205	2024-01-23	7:18	23:06	30	MES-026	Sofía Reyes Morales	3	night	342.75	114.25	18.28	0	9.14	457	68.73	498.31	60.14	0	498.31	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240124-0206	2024-01-24	14:46	22:33	20	MES-014	Pablo Mendoza Romero	3	night	138.75	46.25	7.4	0	0	185	28.42	206.02	24.86	0	206.02	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240125-0207	2024-01-25	19:36	9:10	19	MES-038	Luis Ramírez Torres	3	night	632.25	210.75	0	12.65	16.86	843	130.16	943.65	113.89	0	943.65	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240126-0208	2024-01-26	12:08	13:41	22	MES-014	Carmen Jiménez Ortiz	3	morning	489	163	0	0	13.04	652	102.23	741.19	89.45	0	741.19	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240127-0209	2024-01-27	13:41	20:54	5	MES-020	Ana Cruz Martínez	4	afternoon	673.5	224.5	0	0	17.96	898	140.81	1020.85	123.21	0	1020.85	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240128-0210	2024-01-28	7:56	19:04	18	MES-035	Diego Vázquez Castillo	2	afternoon	91.5	30.5	4.88	0	2.44	122	18.35	133.03	16.06	133.03	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240122-0211	2024-01-22	17:13	20:25	7	MES-002	Sofía Reyes Morales	3	morning	650.25	216.75	34.68	0	17.34	867	130.4	945.38	114.1	0	945.38	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240123-0212	2024-01-23	21:52	10:55	28	MES-007	Pablo Mendoza Romero	4	night	576	192	0	0	15.36	768	120.42	873.06	105.37	0	873.06	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240124-0213	2024-01-24	15:07	11:40	9	MES-019	Luis Ramírez Torres	2	afternoon	385.5	128.5	20.56	7.71	10.28	514	76.07	551.52	66.56	0	551.52	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240125-0214	2024-01-25	11:28	14:45	1	MES-006	Luis Ramírez Torres	4	night	340.5	113.5	0	6.81	0	454	71.55	518.74	62.61	0	518.74	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240126-0215	2024-01-26	22:45	17:10	28	MES-015	Ana Cruz Martínez	4	night	216	72	0	0	0	288	46.08	334.08	40.32	0	334.08	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240127-0216	2024-01-27	18:26	11:12	1	MES-012	Ana Cruz Martínez	3	afternoon	410.25	136.75	21.88	8.21	0	547	82.71	599.62	72.37	599.62	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240128-0217	2024-01-28	16:31	19:27	1	MES-036	Luis Ramírez Torres	4	afternoon	459	153	0	9.18	0	612	96.45	699.27	84.39	0	699.27	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240122-0218	2024-01-22	15:49	18:43	11	MES-025	Pablo Mendoza Romero	4	afternoon	615.75	205.25	32.84	0	0	821	126.11	914.27	110.34	914.27	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240123-0219	2024-01-23	8:17	18:14	10	MES-019	Carmen Jiménez Ortiz	3	night	223.5	74.5	0	4.47	5.96	298	46.01	333.58	40.26	333.58	0	efectivo	FRMX-CD-MTY-001	dine_in
