receipt_number	date	open_time	close_time	table	server_id	server_name	guests	shift	food_subtotal	beverage_subtotal	discount	comp	voided	subtotal	tax	total	tip	cash	card	payment_method	store_id	service_type
CHQ-FRMX-TV-GDL-001-20240133-0110	2024-01-33	8:17	16:10	8	MES-004	Carmen Jiménez Ortiz	3	night	302.25	100.75	0	0	8.06	403	63.19	458.13	55.29	0	458.13	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0111	2024-01-34	7:42	15:01	18	MES-018	Pablo Mendoza Romero	1	morning	378.75	126.25	0	0	10.1	505	79.18	574.08	69.29	0	574.08	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0112	2024-01-35	8:35	18:19	12	MES-012	Luis Ramírez Torres	1	morning	258.75	86.25	13.8	5.18	6.9	345	51.06	370.18	44.68	0	370.18	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0113	2024-01-29	8:53	14:30	18	MES-002	Ana Cruz Martínez	1	night	185.25	61.75	0	0	4.94	247	38.73	280.79	33.89	0	280.79	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0114	2024-01-30	12:57	16:54	24	MES-021	Ana Cruz Martínez	4	morning	639	213	34.08	0	0	852	130.87	948.79	114.51	0	948.79	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-0115	2024-01-31	9:22	12:30	4	MES-024	María Elena Gutiérrez Flores	3	morning	567.75	189.25	0	0	0	757	121.12	878.12	105.98	878.12	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-0116	2024-01-32	15:11	13:28	3	MES-010	María Elena Gutiérrez Flores	4	morning	465	155	0	0	0	620	99.2	719.2	86.8	0	719.2	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-0117	2024-01-33	22:01	11:06	20	MES-020	Sofía Reyes Morales	3	morning	439.5	146.5	23.44	0	11.72	586	88.13	638.97	77.12	0	638.97	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-0118	2024-01-34	17:44	14:19	6	MES-035	Carmen Jiménez Ortiz	2	afternoon	438.75	146.25	23.4	0	0	585	89.86	651.46	78.62	0	651.46	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-0119	2024-01-35	13:29	18:31	20	MES-018	Luis Ramírez Torres	1	morning	588.75	196.25	0	0	0	785	125.6	910.6	109.9	910.6	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0120	2024-01-29	9:56	20:41	7	MES-012	Sofía Reyes Morales	3	morning	161.25	53.75	8.6	0	0	215	33.02	239.42	28.9	239.42	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0121	2024-01-30	21:04	8:27	8	MES-029	María Elena Gutiérrez Flores	4	afternoon	149.25	49.75	7.96	2.99	3.98	199	29.45	213.52	25.77	213.52	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0122	2024-01-31	8:44	17:25	6	MES-018	Luis Ramírez Torres	3	afternoon	420	140	0	8.4	0	560	88.26	639.86	77.22	639.86	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0123	2024-01-32	18:17	19:51	30	MES-037	Sofía Reyes Morales	4	afternoon	299.25	99.75	15.96	0	0	399	61.29	444.33	53.63	444.33	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-0124	2024-01-33	22:46	11:20	28	MES-018	Luis Ramírez Torres	2	morning	301.5	100.5	16.08	6.03	0	402	60.78	440.67	53.18	0	440.67	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-0125	2024-01-34	11:31	17:46	14	MES-026	José Antonio López Hernández	4	night	342.75	114.25	0	0	9.14	457	71.66	519.52	62.7	519.52	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-0126	2024-01-35	10:45	15:38	22	MES-031	Carmen Jiménez Ortiz	2	morning	594	198	31.68	0	0	792	121.65	881.97	106.44	881.97	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-0127	2024-01-29	15:19	14:10	19	MES-017	María Elena Gutiérrez Flores	3	morning	456.75	152.25	24.36	0	0	609	93.54	678.18	81.85	0	678.18	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-0128	2024-01-30	13:58	9:12	16	MES-013	José Antonio López Hernández	2	afternoon	386.25	128.75	0	0	0	515	82.4	597.4	72.1	597.4	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-0129	2024-01-31	17:30	17:56	1	MES-009	Ana Cruz Martínez	2	morning	171.75	57.25	9.16	0	0	229	35.17	255.01	30.78	255.01	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-0130	2024-01-32	20:13	23:07	26	MES-028	Diego Vázquez Castillo	4	night	413.25	137.75	0	8.27	0	551	86.84	629.57	75.98	0	629.57	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-0131	2024-01-33	17:00	21:14	3	MES-031	Sofía Reyes Morales	2	afternoon	326.25	108.75	0	0	8.7	435	68.21	494.51	59.68	0	494.51	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-0132	2024-01-34	21:53	19:32	17	MES-014	José Antonio López Hernández	1	afternoon	131.25	43.75	7	2.63	3.5	175	25.9	187.77	22.66	187.77	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-0133	2024-01-35	14:15	17:44	17	MES-039	María Elena Gutiérrez Flores	1	afternoon	239.25	79.75	0	4.79	6.38	319	49.25	357.08	43.1	0	357.08	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-0134	2024-01-29	10:07	22:09	3	MES-031	Luis Ramírez Torres	4	afternoon	177.75	59.25	9.48	0	4.74	237	35.64	258.42	31.19	258.42	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-0135	2024-01-30	21:56	20:56	10	MES-018	María Elena Gutiérrez Flores	4	night	126.75	42.25	0	0	0	169	27.04	196.04	23.66	0	196.04	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-0136	2024-01-31	13:12	8:48	20	MES-036	Diego Vázquez Castillo	4	night	462	154	24.64	0	12.32	616	92.65	671.69	81.07	671.69	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-0137	2024-01-32	15:02	21:05	24	MES-018	Diego Vázquez Castillo	2	night	453	151	24.16	9.06	0	604	91.32	662.1	79.91	662.1	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-0138	2024-01-33	15:02	17:42	2	MES-028	María Elena Gutiérrez Flores	1	afternoon	587.25	195.75	31.32	0	15.66	783	117.76	853.78	103.04	853.78	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-0139	2024-01-34	7:36	13:46	3	MES-017	José Antonio López Hernández	2	afternoon	334.5	111.5	0	0	0	446	71.36	517.36	62.44	517.36	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-0140	2024-01-35	21:12	18:05	3	MES-013	María Elena Gutiérrez Flores	2	morning	178.5	59.5	0	0	4.76	238	37.32	270.56	32.65	270.56	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-0141	2024-01-29	19:46	13:42	29	MES-030	Luis Ramírez Torres	1	afternoon	605.25	201.75	0	0	16.14	807	126.54	917.4	110.72	0	917.4	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-0142	2024-01-30	14:55	8:39	11	MES-006	Pablo Mendoza Romero	4	afternoon	384	128	20.48	7.68	0	512	77.41	561.25	67.74	561.25	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-0143	2024-01-31	18:01	9:24	27	MES-002	Diego Vázquez Castillo	3	night	534.75	178.25	0	0	0	713	114.08	827.08	99.82	0	827.08	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-0144	2024-01-32	14:44	20:54	8	MES-039	Diego Vázquez Castillo	2	night	639.75	213.25	0	0	0	853	136.48	989.48	119.42	0	989.48	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-0145	2024-01-33	13:36	8:51	13	MES-020	Carmen Jiménez Ortiz	4	morning	300.75	100.25	0	0	8.02	401	62.88	455.86	55.02	0	455.86	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0146	2024-01-34	19:19	23:27	2	MES-022	Carmen Jiménez Ortiz	1	morning	391.5	130.5	0	0	0	522	83.52	605.52	73.08	0	605.52	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0147	2024-01-35	7:27	18:07	25	MES-029	José Antonio López Hernández	2	night	675	225	0	13.5	18	900	138.96	1007.46	121.59	0	1007.46	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0148	2024-01-29	11:52	22:03	9	MES-020	José Antonio López Hernández	2	night	472.5	157.5	25.2	0	12.6	630	94.75	686.95	82.91	686.95	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0149	2024-01-30	10:07	23:20	12	MES-017	Ana Cruz Martínez	1	morning	265.5	88.5	14.16	5.31	7.08	354	52.39	379.84	45.84	379.84	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-0150	2024-01-31	17:13	21:50	24	MES-028	Luis Ramírez Torres	3	afternoon	138	46	7.36	0	3.68	184	27.67	200.63	24.21	200.63	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-0151	2024-01-32	7:27	8:04	21	MES-014	Diego Vázquez Castillo	2	night	93	31	0	1.86	0	124	19.54	141.68	17.1	0	141.68	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-0152	2024-01-33	15:17	16:47	14	MES-035	Carmen Jiménez Ortiz	4	morning	543.75	181.25	0	10.88	14.5	725	111.94	811.56	97.95	811.56	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-0153	2024-01-34	12:02	13:52	13	MES-028	Pablo Mendoza Romero	3	morning	208.5	69.5	11.12	0	0	278	42.7	309.58	37.36	0	309.58	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-0154	2024-01-35	14:43	10:11	3	MES-003	Carmen Jiménez Ortiz	1	afternoon	348.75	116.25	18.6	0	0	465	71.42	517.82	62.5	0	517.82	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0155	2024-01-29	21:27	8:10	9	MES-034	Ana Cruz Martínez	1	night	389.25	129.75	20.76	0	10.38	519	78.06	565.92	68.3	565.92	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0156	2024-01-30	17:52	14:17	6	MES-015	Sofía Reyes Morales	3	morning	330	110	17.6	0	0	440	67.58	489.98	59.14	489.98	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0157	2024-01-31	11:26	14:14	12	MES-035	José Antonio López Hernández	2	morning	243.75	81.25	0	0	0	325	52	377	45.5	377	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0158	2024-01-32	8:01	13:28	21	MES-015	Carmen Jiménez Ortiz	1	morning	120.75	40.25	0	0	0	161	25.76	186.76	22.54	0	186.76	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-0159	2024-01-33	21:05	21:37	14	MES-038	Carmen Jiménez Ortiz	4	morning	201.75	67.25	0	0	0	269	43.04	312.04	37.66	0	312.04	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-0160	2024-01-34	10:14	19:20	30	MES-010	María Elena Gutiérrez Flores	4	night	361.5	120.5	0	0	0	482	77.12	559.12	67.48	559.12	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-0161	2024-01-35	18:58	12:07	5	MES-032	Pablo Mendoza Romero	1	afternoon	159.75	53.25	0	0	0	213	34.08	247.08	29.82	247.08	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-0162	2024-01-29	14:47	11:57	20	MES-018	Pablo Mendoza Romero	2	night	612	204	0	12.24	0	816	128.6	932.36	112.53	932.36	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-0163	2024-01-30	17:48	20:34	2	MES-024	José Antonio López Hernández	1	morning	539.25	179.75	0	0	14.38	719	112.74	817.36	98.65	0	817.36	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-0164	2024-01-31	21:03	8:37	13	MES-011	Diego Vázquez Castillo	2	afternoon	362.25	120.75	19.32	0	0	483	74.19	537.87	64.92	0	537.87	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-0165	2024-01-32	7:36	8:32	26	MES-028	Pablo Mendoza Romero	3	afternoon	332.25	110.75	17.72	6.65	8.86	443	65.56	475.33	57.37	0	475.33	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-0166	2024-01-33	10:30	9:10	27	MES-004	José Antonio López Hernández	1	night	246.75	82.25	0	0	0	329	52.64	381.64	46.06	381.64	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-0167	2024-01-34	8:09	9:23	23	MES-004	José Antonio López Hernández	4	afternoon	246	82	0	0	6.56	328	51.43	372.87	45	372.87	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-0168	2024-01-35	21:22	20:04	20	MES-024	Luis Ramírez Torres	4	night	449.25	149.75	0	0	0	599	95.84	694.84	83.86	0	694.84	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-0169	2024-01-29	14:45	22:00	4	MES-040	Carmen Jiménez Ortiz	2	night	608.25	202.75	32.44	0	16.22	811	121.97	884.31	106.73	884.31	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-0170	2024-01-30	15:38	12:35	20	MES-033	Diego Vázquez Castillo	2	afternoon	585.75	195.25	0	0	15.62	781	122.46	887.84	107.15	0	887.84	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-0171	2024-01-31	18:27	23:28	26	MES-010	Carmen Jiménez Ortiz	1	afternoon	542.25	180.75	0	0	14.46	723	113.37	821.91	99.2	0	821.91	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-0172	2024-01-32	20:13	16:14	27	MES-026	Ana Cruz Martínez	4	morning	566.25	188.75	0	0	15.1	755	118.38	858.28	103.59	0	858.28	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-0173	2024-01-33	20:58	18:04	25	MES-033	María Elena Gutiérrez Flores	4	afternoon	672.75	224.25	35.88	0	17.94	897	134.91	978.09	118.05	978.09	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-0174	2024-01-34	21:38	19:12	21	MES-037	Ana Cruz Martínez	2	morning	550.5	183.5	0	0	14.68	734	115.09	834.41	100.7	0	834.41	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-0175	2024-01-35	10:06	17:46	1	MES-030	Pablo Mendoza Romero	1	morning	255	85	13.6	0	0	340	52.22	378.62	45.7	0	378.62	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-0176	2024-01-29	17:30	16:26	12	MES-030	María Elena Gutiérrez Flores	1	night	543.75	181.25	29	0	0	725	111.36	807.36	97.44	0	807.36	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-0177	2024-01-30	18:28	17:57	24	MES-012	Luis Ramírez Torres	2	morning	268.5	89.5	14.32	5.37	7.16	358	52.98	384.13	46.36	384.13	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-0178	2024-01-31	20:59	14:02	26	MES-018	Carmen Jiménez Ortiz	1	afternoon	192.75	64.25	0	0	5.14	257	40.3	292.16	35.26	292.16	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-0179	2024-01-32	11:02	20:12	19	MES-040	Sofía Reyes Morales	2	morning	408	136	0	0	0	544	87.04	631.04	76.16	631.04	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-0180	2024-01-33	11:44	19:24	11	MES-006	María Elena Gutiérrez Flores	3	morning	354.75	118.25	0	7.1	9.46	473	73.03	529.47	63.9	0	529.47	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0181	2024-01-34	12:09	21:03	16	MES-036	Ana Cruz Martínez	4	morning	152.25	50.75	0	0	4.06	203	31.83	230.77	27.85	0	230.77	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0182	2024-01-35	16:05	20:56	17	MES-024	Sofía Reyes Morales	1	morning	198	66	10.56	0	0	264	40.55	293.99	35.48	293.99	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0183	2024-01-29	19:08	17:49	12	MES-035	Pablo Mendoza Romero	2	night	656.25	218.75	0	0	17.5	875	137.2	994.7	120.05	994.7	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0184	2024-01-30	17:55	20:27	28	MES-006	José Antonio López Hernández	2	afternoon	318	106	16.96	6.36	0	424	64.11	464.79	56.1	464.79	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-0185	2024-01-31	16:58	8:48	16	MES-026	Diego Vázquez Castillo	2	night	97.5	32.5	5.2	1.95	2.6	130	19.24	139.49	16.84	0	139.49	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-0186	2024-01-32	8:24	12:32	28	MES-004	Diego Vázquez Castillo	4	night	441.75	147.25	0	0	11.78	589	92.36	669.58	80.81	0	669.58	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-0187	2024-01-33	14:23	14:13	24	MES-038	Ana Cruz Martínez	2	night	660.75	220.25	0	0	0	881	140.96	1021.96	123.34	0	1021.96	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-0188	2024-01-34	21:11	19:34	4	MES-026	José Antonio López Hernández	2	afternoon	527.25	175.75	0	0	14.06	703	110.23	799.17	96.45	0	799.17	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-0189	2024-01-35	8:48	22:18	29	MES-032	Luis Ramírez Torres	1	morning	402.75	134.25	0	0	10.74	537	84.2	610.46	73.68	0	610.46	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0190	2024-01-29	21:23	13:08	6	MES-010	Carmen Jiménez Ortiz	4	night	490.5	163.5	0	0	0	654	104.64	758.64	91.56	758.64	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0191	2024-01-30	21:16	16:48	11	MES-022	Pablo Mendoza Romero	4	afternoon	321.75	107.25	0	6.44	0	429	67.61	490.17	59.16	490.17	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0192	2024-01-31	14:31	9:45	3	MES-033	Luis Ramírez Torres	3	night	132	44	0	0	3.52	176	27.6	200.08	24.15	0	200.08	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0193	2024-01-32	18:01	19:23	29	MES-014	Luis Ramírez Torres	1	morning	573.75	191.25	0	0	15.3	765	119.95	869.65	104.96	0	869.65	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-0194	2024-01-33	15:56	15:37	8	MES-031	Ana Cruz Martínez	2	afternoon	376.5	125.5	0	0	10.04	502	78.71	570.67	68.87	570.67	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-0195	2024-01-34	14:36	22:48	23	MES-022	María Elena Gutiérrez Flores	4	afternoon	544.5	181.5	0	0	14.52	726	113.84	825.32	99.61	0	825.32	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-0196	2024-01-35	13:46	19:43	22	MES-033	Luis Ramírez Torres	3	morning	153.75	51.25	8.2	0	4.1	205	30.83	223.53	26.98	223.53	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-0197	2024-01-29	16:36	18:08	14	MES-016	Sofía Reyes Morales	3	morning	171.75	57.25	9.16	3.44	4.58	229	33.89	245.71	29.65	245.71	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-0198	2024-01-30	8:29	18:09	6	MES-026	Sofía Reyes Morales	1	night	150.75	50.25	8.04	0	0	201	30.87	223.83	27.01	0	223.83	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-0199	2024-01-31	12:52	20:52	13	MES-020	Sofía Reyes Morales	2	night	498	166	0	9.96	13.28	664	102.52	743.28	89.71	743.28	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-0200	2024-01-32	8:56	15:44	14	MES-016	Carmen Jiménez Ortiz	2	afternoon	198.75	66.25	10.6	0	0	265	40.7	295.1	35.62	0	295.1	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-0201	2024-01-33	13:27	15:06	18	MES-019	Carmen Jiménez Ortiz	1	afternoon	482.25	160.75	25.72	0	0	643	98.76	716.04	86.42	716.04	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-0202	2024-01-34	16:02	13:50	1	MES-029	María Elena Gutiérrez Flores	4	night	355.5	118.5	0	0	9.48	474	74.32	538.84	65.03	0	538.84	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-0203	2024-01-35	9:41	15:08	1	MES-034	Pablo Mendoza Romero	4	afternoon	366.75	122.25	19.56	0	0	489	75.11	544.55	65.72	0	544.55	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-0204	2024-01-29	11:23	21:01	28	MES-030	José Antonio López Hernández	1	morning	667.5	222.5	0	0	17.8	890	139.55	1011.75	122.11	1011.75	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-0205	2024-01-30	7:10	20:43	27	MES-006	Ana Cruz Martínez	1	afternoon	566.25	188.75	0	0	0	755	120.8	875.8	105.7	0	875.8	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-0206	2024-01-31	16:35	12:48	11	MES-021	Pablo Mendoza Romero	2	night	446.25	148.75	0	0	0	595	95.2	690.2	83.3	690.2	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-0207	2024-01-32	15:56	23:43	7	MES-011	Pablo Mendoza Romero	4	morning	579	193	0	11.58	0	772	121.67	882.09	106.46	0	882.09	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-0208	2024-01-33	15:20	8:13	25	MES-027	Ana Cruz Martínez	3	night	526.5	175.5	0	10.53	14.04	702	108.39	785.82	94.84	0	785.82	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-0209	2024-01-34	22:27	15:40	26	MES-014	Sofía Reyes Morales	4	morning	122.25	40.75	0	0	3.26	163	25.56	185.3	22.36	0	185.3	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-0210	2024-01-35	14:51	11:23	6	MES-029	Sofía Reyes Morales	3	morning	534.75	178.25	0	0	14.26	713	111.8	810.54	97.82	0	810.54	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-0211	2024-01-29	20:47	9:12	5	MES-005	Sofía Reyes Morales	3	morning	360	120	19.2	0	0	480	73.73	534.53	64.51	534.53	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-0212	2024-01-30	13:47	22:49	9	MES-011	Diego Vázquez Castillo	4	afternoon	189	63	0	0	5.04	252	39.51	286.47	34.57	286.47	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-0213	2024-01-31	21:05	14:02	27	MES-033	Ana Cruz Martínez	1	afternoon	663.75	221.25	0	0	0	885	141.6	1026.6	123.9	0	1026.6	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-0214	2024-01-32	16:17	20:12	18	MES-011	Diego Vázquez Castillo	2	morning	254.25	84.75	13.56	5.09	0	339	51.26	371.61	44.85	0	371.61	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-0215	2024-01-33	8:41	13:27	27	MES-037	Ana Cruz Martínez	1	afternoon	355.5	118.5	0	0	9.48	474	74.32	538.84	65.03	0	538.84	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0216	2024-01-34	10:05	9:22	29	MES-010	Pablo Mendoza Romero	2	morning	454.5	151.5	0	9.09	0	606	95.51	692.42	83.57	692.42	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0217	2024-01-35	14:52	15:43	8	MES-039	Pablo Mendoza Romero	4	afternoon	162.75	54.25	0	0	4.34	217	34.03	246.69	29.77	0	246.69	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0218	2024-01-29	21:42	18:32	21	MES-033	José Antonio López Hernández	2	afternoon	416.25	138.75	0	0	0	555	88.8	643.8	77.7	0	643.8	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0219	2024-01-30	18:52	16:56	19	MES-002	Pablo Mendoza Romero	2	morning	170.25	56.75	9.08	0	0	227	34.87	252.79	30.51	0	252.79	tarjeta	FRMX-CD-MTY-001	dine_in
